6.197750000000000092e+00 -1.456296816000000015e-02 -4.251606762000000213e-03 1.517089983118529058e-02 -8.794226971000321420e-04
6.197849999999999859e+00 -1.463883277000000045e-02 -3.913114778999999578e-03 1.515281796042089631e-02 -1.207704522795089320e-03
6.197949999999999626e+00 -1.513968035999999941e-02 -3.311116481000000045e-03 1.549752927900830031e-02 -1.531809962857123755e-03
6.198050000000000281e+00 -1.497639157000000068e-02 -2.793752587999999860e-03 1.523474180880410658e-02 -1.851103426415051482e-03
6.198150000000000048e+00 -1.516783237000000027e-02 -2.294434932999999885e-03 1.534039016668710918e-02 -2.164962610334056608e-03
6.198249999999999815e+00 -1.496474258999999987e-02 -1.750220776999999962e-03 1.506674462361403365e-02 -2.472779700673583859e-03
6.198349999999999582e+00 -1.520810834999999916e-02 -1.215514378000000012e-03 1.525660626707212378e-02 -2.773962537623439733e-03
6.198450000000000237e+00 -1.527343783999999920e-02 -7.848562091000000187e-04 1.529359024955574860e-02 -3.067935741668479169e-03
6.198550000000000004e+00 -1.508488506000000076e-02 -3.724432608999999803e-04 1.508948214008688435e-02 -3.354141798926231315e-03
6.198649999999999771e+00 -1.519460417000000063e-02 9.017914998999999887e-05 1.519487177182072581e-02 -3.632042103582743334e-03
6.198750000000000426e+00 -1.517018302999999929e-02 5.740568158000000165e-04 1.518104062281194246e-02 -3.901117955584385878e-03
6.198850000000000193e+00 -1.516323070999999953e-02 1.016431954000000023e-03 1.519725960434312531e-02 -4.160871511682228720e-03
6.198949999999999960e+00 -1.506437547999999946e-02 1.510752713999999938e-03 1.513993997231440763e-02 -4.410826688221129027e-03
6.199049999999999727e+00 -1.506027952000000072e-02 2.060269470999999842e-03 1.520055030298791791e-02 -4.650530014007358583e-03
6.199150000000000382e+00 -1.493073907000000075e-02 2.473014174000000114e-03 1.513415898823682222e-02 -4.879551431835932665e-03
6.199250000000000149e+00 -1.492575649000000074e-02 2.771921456000000020e-03 1.518096687820015903e-02 -5.097485047233778210e-03
6.199349999999999916e+00 -1.490885951000000056e-02 3.319087205000000127e-03 1.527384796844960708e-02 -5.303949823260231330e-03
6.199449999999999683e+00 -1.453346292999999935e-02 3.767558374000000085e-03 1.501386162315284344e-02 -5.498590220169288431e-03
6.199550000000000338e+00 -1.447374281000000061e-02 4.251198377000000098e-03 1.508515556998449129e-02 -5.681076778970382303e-03
6.199650000000000105e+00 -1.437779701999999937e-02 4.811526275999999762e-03 1.516152473377790910e-02 -5.851106647955845244e-03
6.199749999999999872e+00 -1.439052168000000062e-02 5.232062190999999668e-03 1.531213861591651688e-02 -6.008404051486425541e-03
6.199849999999999639e+00 -1.414049696000000030e-02 5.607679021000000312e-03 1.521182823589369883e-02 -6.152720700361390821e-03
6.199950000000000294e+00 -1.396015844999999936e-02 6.318871398000000354e-03 1.532364707547028033e-02 -6.283836143284459060e-03
6.200050000000000061e+00 -1.381989475000000057e-02 6.527173332999999800e-03 1.528376532861270773e-02 -6.401558059009155970e-03
6.200149999999999828e+00 -1.341252681000000037e-02 6.948725785999999675e-03 1.510565011768742402e-02 -6.505722488941463946e-03
6.200249999999999595e+00 -1.309451367999999935e-02 7.450564764000000215e-03 1.506576263646369415e-02 -6.596194010042064071e-03
6.200350000000000250e+00 -1.284040323999999927e-02 8.036797865999999180e-03 1.514813768437376675e-02 -6.672865848011055520e-03
6.200450000000000017e+00 -1.269769295999999964e-02 8.161207660999999711e-03 1.509426106148951778e-02 -6.735659930893789747e-03
6.200549999999999784e+00 -1.254264079000000018e-02 8.685952052000000048e-03 1.525659205185138367e-02 -6.784526883322643254e-03
6.200650000000000439e+00 -1.192309987000000036e-02 9.186808951000000403e-03 1.505183607445177360e-02 -6.819445961767039641e-03
6.200750000000000206e+00 -1.200229488000000011e-02 9.621005505000000332e-03 1.538241948828969301e-02 -6.840424931261554313e-03
6.200849999999999973e+00 -1.152566913999999998e-02 9.733463637999999543e-03 1.508580006221136964e-02 -6.847499884223562372e-03
6.200949999999999740e+00 -1.132596936000000026e-02 1.021686010000000082e-02 1.525325579168692984e-02 -6.840735002062510450e-03
6.201050000000000395e+00 -1.098828762999999945e-02 1.059747766999999917e-02 1.526594242114647816e-02 -6.820222260420673657e-03
6.201150000000000162e+00 -1.063951850000000032e-02 1.106301881000000022e-02 1.534893283268436506e-02 -6.786081078984727843e-03
6.201249999999999929e+00 -1.018664241000000019e-02 1.131913252000000050e-02 1.522794945468798795e-02 -6.738457916918496639e-03
6.201349999999999696e+00 -9.840774349999999518e-03 1.140129286999999950e-02 1.506088705605120558e-02 -6.677525815082198044e-03
6.201450000000000351e+00 -9.269645438000000820e-03 1.169142872000000083e-02 1.492031608448946695e-02 -6.603483886288388435e-03
6.201550000000000118e+00 -9.145030752000000637e-03 1.215763949000000024e-02 1.521314515226332778e-02 -6.516556754983457433e-03
6.201649999999999885e+00 -8.784623817000000723e-03 1.256169751000000070e-02 1.532859615029843157e-02 -6.416993947774412080e-03
